CitationStrings,Univ-Department,Discipline,Mannual_ann,CitationStyle
"Bogdan, R.C., & Biklen, S. (1998). Qualitative research for education. (3rd ed.). Boston, MA: Allyn & Bacon.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Brookover, W., & Lezotte, L. (1977). Changes in school characteristics coincident with changes in student achievement. East Lansing, MI: Michigan State University Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Cogan, M. (1972). Clinical supervision. Boston: MA: Houghton Mifflin.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Csikszentmihalyi, M. (1990). Flow: The psychology of optimal experience. New York, NY: Harper and Row.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Cubberley, E.P. (1914). Rural life and education: A study of the rural-school problem as a phase of the rural-life problem. Boston: Houghton Mifflin.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Downey, C., Steffy, B., English, F., Frase, L., & Poston, W. (2004). Three minute classroom walkthrough. Thousands Oaks, CA: Corwin Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Duke, D. (1995). Teacher evaluation policy: From accountability to professional development. Albany, NY: State University of New York Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Duke, D.L., Grogan, M., Tucker, P.D., & Heinecke, W.F. (Eds.). (2003) Educational leadership in an age of accountability. Albany, NY: State University of New York Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"English, R., Ed. (2005). The SAGE handbook of educational leadership: Advances in theory, research, and practice. Thousands Oaks, CA: SAGE Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Frase, L.E., & Hetzel, R. (1990). School Management by Wandering Around. Lancaster, Pennsylvania: Technomic Publication.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Frase, L.E. & Streshly, W. (2000). Top ten myths in education: Fantasies Americans love to believe. Landham, MD: The Scarecrow Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Fullan, M. (1982). The meaning of educational change. New York: Teachers College Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Fullan, M., & Stiegelbauer, S. M. (1991). The new meaning of educational change. Toronto: Ontario Institute for Studies in Education : New York, NY : Teachers College Press, Teachers College, Columbia University.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Glanz, J. (1991). Bureaucracy and professionalism: The evolution of public school supervison. London: Fairleigh Dickinson University Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Glanz, J. (March, 1994). History of educational supervision: Proposals and prospectus. Paper presented at the Council of Professors of Instructional Supervision, Chicago IL. Retrieved April 28, 2013, from http://eric.ed.gov/?id=ED369178",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Glaser, B.G., & Strauss, A.L. (1967). The discovery of grounded theory: Strategies for qualitative research. Chicago: Aldine Publishing Co.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Glatthorn, A.A. (1997). Differentiated supervision (2nd ed.). Alexandria, VA: Association for Supervision and Curriculum Development.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Glickman, C., Gordon, S., Ross-Gordon, J. (2001). Supervision and instructional leadership: A developmental approach (5th ed.). Needham Heights, MA: Allyn & Bacon.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Glickman, C., Gordon, S., Ross-Gordon, J. (2004). SuperVision and instructional leadership: A developmental approach. New York: Pearson.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Goldhammer, R. (1969). Supervision: Special methods for the supervision of teachers. New York: Holt, Rinehart, and Winston.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Harris, B.M. (1963). Supervisory behavior in education. Englewood Cliffs, NJ: Prentice-Hall.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Heck, R. H., Marcoulides, G. A., & Lang, P. (1991). Principal instructional leadership and school achievement: The application of discriminant techniques. School Effectiveness & School Improvement, 2(2), 115.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Heifetz, R.A. (1994). Leadership without easy answers. Cambridge, MA: Belknap Press of Harvard University Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Hoy, A., & Hoy, W. (2006). Instructional leadership: A research-based guide to learning in schools. Boston, MA: Pearson.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Jaeger, R.M., & Tittle, C.K. (1980). Minimum competency testing: Motives, models, measures, and consequences. Berkeley: McCutchan.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Joyce, B. R., & Showers, B. (1995). Student achievement through staff development: fundamentals of school renewal. New York : Longman.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Lincoln, Y.S., & Guba, E.G. (1985). Naturalistic inquiry. Berverly Hills, CA: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Marzano, R.J., Pickering, D.J., Arredondo, D.E., Blackburn, G.J., Brandt, R.S., & Moffett, C.A. (1992, 1997-Second Edition). Dimensions of learning: Teachers manual. Alexandria, VA: Association for Supervision and Curriculum Development.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"McEwan, E.K. (2003). 10 traits of highly effective Principals from good to great performance. Thousand Oaks, CA: Corwin Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"McMillan, J., & Schumacher, S. (2006). Research in education: Evidence-based inquiry. Boston, MA: Allyn & Bacon.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"National Commission on Excellence in Education. (April 1, 1983). A nation at risk: The imperative for educational reform. Retrieved July 6, 2012 from http://www2.ed.gov/pubs/NatAtRisk/index.html",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,unknown
"National Commission on Teaching and America's Future. (September, 1996). What matters most: Teaching for America's future. Retrieved July 6, 2012 from http://nctaf.org/wp-content/uploads/WhatMattersMost.pdf",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"National Governors Association Center for Best Practices & Council of Chief State School Officers. (2010). Common Core State Standards for English/Language Arts. Retrieved August 4, 2012 from http://www.corestandards.org/assets/CCSSI_ELA%20Standards.pdf",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,unknown
"National Reading Panel (April, 2000). Teaching children to read: an evidence-based assessment of the scientific research literature on reading and its implications for reading instruction. Retrieved July 14, 2012 from http://www.nichd.nih.gov/publications/nrp/smallbook.cfm",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,unknown
"No Child Left Behind Act of 2001. (January 8, 2002). Retrieved July 6, 2012 from http://www2.ed.gov/policy/elsec/leg/esea02/107-110.pdf",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,unknown
"Olivia, P. & Pawlas, G. (2004). Supervision for today's schools. Hoboken, NJ: Wiley Publishing.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Patton, M.Q. (1980). Qualitative evaluation methods. Beverly Hills, CA: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Patton, M.Q. (1990). Qualitative evaluation and research methods. (2nd ed.). Newbury Park, CA: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Peters, T., & Waterman, R.J. (1984). In search of excellence: Lessons from American's best-run companies. New York: Warner.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Peters, T. & Waterman, R.J. (1988). The strategy process: Concepts, contents and cases. New York: Prentice Hall.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Punch K.F. (1998) Introduction to social research: qualitative and quantitative approaches. Beverly Hills, CA: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,springer-basic-author-date
"Reeves, D.B. (2004). Accountability for learning how teachers and school leaders can take charge. Alexandria, VA: Advanced Learning Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Rutter, M., Maugham, B., Mortimore, P., Ouston, J., & Smith, A. (1979). Fifteen thousand hours: Secondary schools and their effects on children. Cambridge, MA: Harvard University Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Sergiovanni, T.J. (1991). The Principalship. Boston: Allyn and Bacon.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Sergiovanni, T.J. (2005). Strengthening the heartbeat. San Francisco, CA: Josey-Bass.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Stake, R. E. (2000). Case studies. N. K. Denzin & Y.S. Lincoln, (Eds.). Handbook of qualitative research (2nd ed.) Thousand Oaks, CA: Sage Publications, Inc. (pp.435-454).",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Stake, R.E. (1995). The art of case study research. Thousand Oaks, California: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Stigler, J.W. & Hiebert, J. (1999). The teaching gap. New York: The Free Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Strauss, A., & Corbin, J. (1990). Basics of qualitative research: Grounded theory procedures and techniques. Newbury Park, NJ: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Strong, J. (1997). Evaluating teaching: A guide to current thinking and best practice. Thousand Oaks, CA: Sage Publications.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Sullivan, S. & Glantz, J. (2000). Supervision that improves teaching. Thousand Oaks, CA: Corwin Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Tucker, M.S. & Codding, J.B. (Eds.). (2002b). The Principal challenge: Leading and managing schools in an era of accountability. Hoboken, NJ: Jossey-Bass/Wiley.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Tyack, D.B. (2003). The one best system: A history of American urban education. Cambridge, MA: Harvard University Press.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Wiles, K. (1950). Supervision for better schools. Englewood Cliffs, NJ: Prentice-Hall.",usf-child-edu-literacy,Childhood Education and Literacy Studies,book,apa
"Allen, D. (2001). Getting things done. Viking.",vtech-cs,Computer Science,book,apa
"Clark, H. H. (1996). Using Language. Cambridge University Press.",vtech-cs,Computer Science,book,apa
"Cutrell, E., Czerwinski, M., and Horvitz, E. (2001b). Notification, disruption, and memory: E_ects of messaging interruptions on memory and performance. pages 263Ð269.IOSPress.",vtech-cs,Computer Science,book,apa
"Garfinkel, H. (1967). Studies in ethnomethodology. Prentice-Hall.",vtech-cs,Computer Science,book,apa
"Herzog, H. (1940). Professor quiz: A gratification study. Radio and the Printed Page.",vtech-cs,Computer Science,book,apa
"Herzog, H. (1944). What do we really know about daytime serial listeners? Radio Research, 1942(3):2Ð23.",vtech-cs,Computer Science,book,apa
"Hofstadter, D. (1995). Fluid concepts and creative analogies: Computer models of the fundamental mechanisms of thought. Basic Books.",vtech-cs,Computer Science,book,apa
"Jones, W. (2007). Keeping found things found: The study and practice of personal information management. Morgan Kaufmann Pub.",vtech-cs,Computer Science,book,apa
"Levinson, S. (1983). Pragmatics. Cambridge: Cambridge University Press.",vtech-cs,Computer Science,book,apa
"McCullagh, P. and Nelder, J. A. (1990). Generalized Linear Models. New York: Chapman & Hall.",vtech-cs,Computer Science,book,apa
"Sacks, H., Je_erson, G., and Scheglo_, E. A. (1992). Lectures on conversation, volume 1. Blackwell Oxford.",vtech-cs,Computer Science,book,apa
"Scheglo, E. A. (2004). Answering the phone. Pragmatics & beyond. New series, 125:63Ð107.",vtech-cs,Computer Science,book,apa
"Shi_rin, D. (1987). Discourse Markers. Cambridge: Cambridge University Press.",vtech-cs,Computer Science,book,apa
"Teevan, J., Capra, R., and Perez-Quinones, M. A. (2007). Personal Information Management, chapter How People Find Personal Information, pages 22Ð34. University of Washington Press.",vtech-cs,Computer Science,book,apa
"Wickens, C. and Hollands, J. (1999a). Engineering psychology and human performance., chapter Attention, Time-Sharing and Workload. Prentice Hall New Jersey, third edition.",vtech-cs,Computer Science,book,apa
"Wickens, C. and Hollands, J. (1999b). Engineering psychology and human performance. Prentice Hall New Jersey, third edition.",vtech-cs,Computer Science,book,apa
"Wickens, C. and Hollands, J. (1999c). Engineering psychology and human performance., chapter Memory and Training. Prentice Hall New Jersey, third edition.",vtech-cs,Computer Science,book,apa
"Wickens, C. and Hollands, J. (1999d). Engineering psychology and human performance., chapter Attention in Perception and Display Space. Prentice Hall New Jersey, third edition.",vtech-cs,Computer Science,book,apa
"Wickens, C. and Hollands, J. (1999e). Engineering psychology and human performance., chapter Signal Detection, Information Theory and Absolute Judgement. Prentice Hall New Jersey, third edition.",vtech-cs,Computer Science,book,apa
"Winograd, T. (1983). Language as a cognitive process, volume 1. Addison-Wesley Reading, Mass.",vtech-cs,Computer Science,book,apa
"Arthur, M. B. & Rousseau, D. M. (1996). The boundaryless career: A new employment principle for a new organizational era. New York, NY: Oxford University Press.",csu-hd,Human Development and Family Studies,book,apa
"Blades, J. & Fondas, N. (2010). The custom-fit workplace. San Francisco, CA: Jossey-Bass.",csu-hd,Human Development and Family Studies,book,apa
"Clarke, A. E. (2005). Situational analysis. Grounded theory after the postmodern turn. Thousand Oaks, CA: Sage Publications.",csu-hd,Human Development and Family Studies,book,apa
"Clarke, A. E., Friese, C., & Washburn, R. (eds). (2015). Situational analysis in practice. Mapping research with grounded theory. Walnut Creek, CA: Left Coast Press.",csu-hd,Human Development and Family Studies,book,apa
"Corbin, J. & Strauss, A. (2008). Basics of qualitative research. Thousand Oaks, CA: Sage Publications.",csu-hd,Human Development and Family Studies,book,apa
"Creswell, J. W. (1998). Qualitative inquiry and research design: Choosing among five traditions. Chicago, IL: University of Chicago Press.",csu-hd,Human Development and Family Studies,book,apa
"Creswell, J. W. (2009). Research design (3rd ed.) Thousand Oaks, CA: Sage Publications.",csu-hd,Human Development and Family Studies,book,apa
"Denzin, N. K. (1978). Sociological methods. New York, NY: McGraw-Hill.",csu-hd,Human Development and Family Studies,book,apa
"Denzin, N. K. (1989). The Research Act, (rev. ed.). Englewood Cliffs, NJ: Prentice Hall.",csu-hd,Human Development and Family Studies,book,apa
"Dobbert, M. L. (1982). Ethnographic research: Theory and application for modern schools and societies. New York, NY: Praeger.",csu-hd,Human Development and Family Studies,book,apa
"Eagly, A. (1987). Sex differences in social behavior: A social role interpretation. Hillsdale, NJ: Erlbaum.",csu-hd,Human Development and Family Studies,book,apa
"Eagly, A. H., & Carli, L. L. (2007). Through the labyrinth: The truth about how women leaders become leaders. Boston: Harvard Business School Press.",csu-hd,Human Development and Family Studies,book,apa
"Friedan, B. (1963). The feminine mystique. New York, NY: Norton.",csu-hd,Human Development and Family Studies,book,apa
"Glesne, C. (2011). Becoming qualitative researchers. (4th ed.). Boston, MA: Pearson Education, Inc.",csu-hd,Human Development and Family Studies,book,apa
"Hewlett, S. A. (2002a). Creating a life: Professional women and the quest for children. New York, NY: Talk Miramax Books.",csu-hd,Human Development and Family Studies,book,apa
"Hewlett, S. A. (2007). Off Ramps and On-Ramps: Keeping Talented Women on the Road to Success. Boston, MA: Harvard Business School Press.",csu-hd,Human Development and Family Studies,book,apa
"Hochschild, A. R. (1997). The time bind: When work becomes home and home becomes work. New York, NY: Metropolitan/Holt.",csu-hd,Human Development and Family Studies,book,apa
"Hochschild, A. R. & Machung, A. (2012). The second shift: Working families and the revolution at home. New York, NY: Penguin Books.",csu-hd,Human Development and Family Studies,book,apa
"Howe, N. & Strauss, W. (2000). Millennials rising: the next great generation. New York, NY: Vintage.",csu-hd,Human Development and Family Studies,book,apa
"Ibarra, H. (2003). Working identity: Unconventional strategies for reinventing your career. Boston, MA: Harvard Business School Press.",csu-hd,Human Development and Family Studies,book,apa
"Kamberelis, G. & Dimitriadis, G. (2013). Focus groups. From structured interviews to collective conversations. New York, NY: Routledge.",csu-hd,Human Development and Family Studies,book,apa
"Lincoln, Y. & Guba, E. (1985). Naturalistic inquiry. Beverly Hills, CA: Sage.",csu-hd,Human Development and Family Studies,book,apa
"Linde, C. (1993). Life Stories. The creation of coherence. New York, NY: Oxford University Press.",csu-hd,Human Development and Family Studies,book,apa
"Mainiero, L. A. & Sullivan, S. E. (2006). The opt-out revolt. Why people are leaving companies to create kaleidoscope careers. Mountain View, CA: Davies-Black Publishing.",csu-hd,Human Development and Family Studies,book,apa
"Marshall, C. & Rossman, G. B., (2006). Designing qualitative research (4th ed). Thousand Oaks, CA: Sage.",csu-hd,Human Development and Family Studies,book,apa
"Mason, M. A. & Ekman, E. M. (2007). Mothers on the fast track: How a new generation can balance family and careers. New York, NY: Oxford University Press.",csu-hd,Human Development and Family Studies,book,apa
"Mihalich-Levin, L. (2017). Back to work after baby: How to plan and navigate a mindful return from maternity leave. New York, NY: Mindful Return.",csu-hd,Human Development and Family Studies,book,apa
"Roberts, C. M. (2010). The dissertation journey: A practical and comprehensive guide to planning, writing and defending your dissertation. Thousand Oaks, CA: Corwin Press.",csu-hd,Human Development and Family Studies,book,apa
"Rossman, G. B. & Rallis, S. F. (2003). Learning in the field: An introduction to qualitative research (2nd ed). Thousand Oaks, CA: Sage Publications.",csu-hd,Human Development and Family Studies,book,apa
"Sandberg, S. (2013). Lean in: Women, work and the will to lead. New York, NY: Alfred A. Knopf.",csu-hd,Human Development and Family Studies,book,apa
"Sandberg, S. (2014). Lean in for graduates. New York, NY: Alfred A. Knopf.",csu-hd,Human Development and Family Studies,book,apa
"Schein, E. H. (2016). Organizational culture and leadership (5th ed.). Hoboken, NJ: Wiley.",csu-hd,Human Development and Family Studies,book,apa
"Soares, R. & Mulligan-Ferry, L. (2013, December 10). 2013 Catalyst census: Fortune 500 women board directors. New York, NY: Catalyst.",csu-hd,Human Development and Family Studies,book,harvard3
"Spradley, J. P. (1979). The ethnographic interview. New York, NY: Holt, Rinehart & Winston.",csu-hd,Human Development and Family Studies,book,apa
"Stake, R. E. (2006). Multiple case study analysis. New York, NY: The Guilford Press.",csu-hd,Human Development and Family Studies,book,apa
"Stone, P. (2007). Opting out? Why women really quit careers and head home. Berkeley: University of California Press.",csu-hd,Human Development and Family Studies,book,apa
"Wood, W. L. & Eagly, A. H. (2010). Gender. In S. T. Fiske, D. T. Gilbert, & G. Lindzey (Eds), Gender (5th ed). Handbook of social psychology, vol. 1 (pp. 629-667). NewYork: Oxford University Press.",csu-hd,Human Development and Family Studies,book,apa
"Zel'dovich, Y. B., and Y. P. Razier (1967), Physics of Shock Waves and High-Temperature Hydrodynamic Phenomena, 566-571, Academic, San Diego, Calif.,.",umd-mete,Meteorology,book,unknown
"__. 2003, Nonlinear Programming: Analysis and Methods (Dover Publications)",psu-astro,Astrophysics,book,unknown
"Banzhaf, W., Francone, F. D., Keller, R. E., & Nordin, P. 1998, Genetic programming: an introduction: on the automatic evolution of computer programs and its applications (San Francisco, CA, USA: Morgan Kaufmann Publishers Inc.)",psu-astro,Astrophysics,book,apa
"Bjorck, A. 1996, Numerical Methods for Least Squares Problems (SIAM: Society for Industrial and Applied Mathematics)",psu-astro,Astrophysics,book,american-chemical-society
"Burbidge, G., & Hewitt, A. 1992, in Variability of Blazars, 4Ð+",psu-astro,Astrophysics,book,american-chemical-society
"Frank, J., King, A., & Raine, D. 1992, Accretion power in astrophysics., ed. Frank, J., King, A., & Raine, D.",psu-astro,Astrophysics,book,apa
"__. 1970, Rank Correlation Methods, ed. Kendall, M. G.",psu-astro,Astrophysics,book,unknown
"Lonsdale, C. J., Farrah, D., & Smith, H. E. 2006, Ultraluminous Infrared Galaxies, ed. Mason, J. W. (Springer Verlag), 285Ð+",psu-astro,Astrophysics,book,apa
"Osterbrock, D. E., & Ferland, G. J. 1989, Astrophysics of gaseous nebulae and active galactic nuclei: 2 edition, ed. Osterbrock, D. E. (University Science Books)",psu-astro,Astrophysics,book,apa
"__. 2006, Astrophysics of gaseous nebulae and active galactic nuclei, ed. Osterbrock, D. E. & Ferland, G. J.",psu-astro,Astrophysics,book,harvard3
"__. 1997, An Introduction to Active Galactic Nuclei, ed. Peterson, B. M. (Cambridge University Press)",psu-astro,Astrophysics,book,unknown
"Searle, S.R., Casella, G., and McCulloch, C.E. Variance components. John Wiley & Sons Inc., New York, 501p. 1992. ",nc_state-forestry,Forestry,book,harvard3
"Zobel, B.J. & Talbert, J. Applied forest tree improvement. John Wiley and Sons. New York. NY. 1984.",nc_state-forestry,Forestry,book,american-chemical-society-with-titles
"Van  Buijtenen,  J.  P.  &  Bridgwater,  F.  Mating  and  genetic  test  designs.  In: Advanced  generation  breeding  of  forest  trees.  Southern  Coop.  Series  Bull.  309. Louisiana Agr. Exp. Stn. Baton Rouge, LA. pp5-10. ",nc_state-forestry,Forestry,book,american-chemical-society-with-titles
"White, T. L. & Hodge, G. R. Predicting breeding values with applications in forest tree improvement. Kluwer Academic Pub., Dordrecht, The Netherlands. 367pp. 1989.",nc_state-forestry,Forestry,book,harvard3
"Falconer, D.S. Introduction to quantitative genetics. Longman & Co., New York, NY. 1989",nc_state-forestry,Forestry,book,harvard3
"Yin, R. K. (2002). Case Study Research. Thousand Oaks, CA: Sage Publications. ",umich-sociology,Sociology,book,apa
"Hebert. M.. Kweon. I., and Kanade. T. (1990). 3-d vision techniques for autonomous vehicles. In Thorpe. C. E.. editor. Vision and Navigation: The Carnegie Mellon Navlab. chapter 8. Kluwer Academic Publishers.",cmu-cs,Computer Science -- Robotics,in_book,unknown
Kluge. K. and Thorpe. C. (1990). Explicit models for robot road following. In Thorpe. C. E.. editor. Vision and Navigation: The Carnegie Mellon Navlab. chapter 3. Kluwer Academic Publishers.,cmu-cs,Computer Science -- Robotics,in_book,unknown
"Newell, A. and Simon. H. A. (1963). GPS. a program that simulates human thought. In Feigenbaum. E. A. and Feld man. J.. editors. Computers and Thought. McGraw-Hill.",cmu-cs,Computer Science -- Robotics,in_book,unknown
Pomerleau. D. (1989). ALVINN: An autonomous land vehicle in a neural network. InTouretzky. D.. editor. Advances in Neural Information Processing Systems.,cmu-cs,Computer Science -- Robotics,in_book,apa
Stentz. A. (1990). The CODGER system for mobile robot navigation. In Thorpe. C.. editor. Vision and Navigation: The Carnegie Mellon Navlab. chapter 9. Kluwer Academic Publishers.,cmu-cs,Computer Science -- Robotics,in_book,unknown
"J. P. Bardet. Introduction to computational granular mechanics. In B. Cambou, editor, Behavior of granular materials, pages 99-169. Springer-Verlag, 1998.",upitt-chemeng,Chemistry Engineering,in_book,unknown
"C. Thornton and C. W. Randall. Applications of theoretical contact mechanics to solid particle system simulation. In M. Satake and J. T. Jenkins, editors, Micromechanics of Granular Material, pages 133-142. Elsevier Science Publishers, Amsterdam, 1988.",upitt-chemeng,Chemistry Engineering,in_book,unknown
"Antony, M. M., & Barlow, D. H. (1998). Specific phobia. In Caballo, V. E. (Ed). International handbook of cognitive and behavioural treatments for psychological disorders. Oxford, England: Pergamon/Elsevier Science Ltd.",yale-psych,Psychology,in_book,apa
"Mineka, S., Rafaeli, E. & Yovel, I. (2002). Cognitive biases in anxiety and depression. In R.J. Davidson, K.R. Scherer, & H.H. Goldsmith, (Eds.), Handbook of Affective Sciences. Oxford University Press: NY.",yale-psych,Psychology,in_book,apa
"Mogg, K., & Bradley, B. (2003). Selective processing of nonverbal information in anxiety: Attentional biases for threat. In Philippot, P., Feldman, R., & Coats, E. (Eds.), Nonverbal behavior in clinical settings (pp.127-143). New York: Oxford University Press.",yale-psych,Psychology,in_book,apa
"R. Dechter, ""Constraint Networks,"" in Encyclopedia of Artificial Intelligence, S. C. Shapiro, Ed. New York: Wiley, December 1991, pp. 276-285.",ku-ece,Electrical Engineering and Computer Science,in_book,harvard3
"M. J. Matric, ""Behavior-Based Robotics,"" in MIT Encyclopedia of Cognitive Science, R. A. Wilson and F. C. Keil, Eds. Cambridge, MA: MIT Press, April 1999, pp. 74-77.",ku-ece,Electrical Engineering and Computer Science,in_book,unknown
"R. S. Stansbury, E. L. Akers, and A. Agah, ""Simulation and Testbeds of Autonomous Robots in Harsh Environments,"" in Software Engineering for Experimental Robots, ser. Springer Tracts on Advanced Robotics, D. Brugali, Ed. Berlin: Springer, 2007, vol. 30.",ku-ece,Electrical Engineering and Computer Science,in_book,ieee
"Alchian, Armen A., 1979. ""Some Implications of Recognition of Property Right Transaction Costs"". Economics and Social Institutions.",gmu-economics,Economics,in_book,harvard3
"Buchanan, James, 1960, ""La scienza delle finanze: The Italian Tradition In Fiscal Theory"", in Buchanan J. Economics: Between Predictive Science and Moral Philosophy, Texas A&M University Press, 1987.",gmu-economics,Economics,in_book,iso690-author-date-en
"Cardoso, E., 1993. ""Macroeconomic Environment and Capital Formation in Latin America"" in Striving for Structural Adjustment: The Role of Capital Formation by L. Serven, and A. Solimano, Eds., The World Bank: Washington D.C, 181-228.",gmu-economics,Economics,in_book,harvard3
"Larrain, F., and Vergara, R. 1993. ""Investment and Macroeconomic Adjustments: The Case for East Asia"" in Striving for Structural Adjustment: The Role of Capital Formation by L. Serven, and A. Solimano, Eds., The World Bank: Washington D.C, 181-228.",gmu-economics,Economics,in_book,chicago-author-date
"Rothbard, Murray N. 1985. Professor Hebert on Entrepreneurship, in The Logic of Action Two: Applications and Criticism from the Austrian School. Aldershott, U.K.: Edward Elgar, 1997, pp. 245-53.",gmu-economics,Economics,in_book,harvard3
"Dennis, Jr., J. E., ""Some computational techniques for the nonlinear least squares problem,"" in Numerical Solution of Systems of Non-linear Algebraic Equations(Hall, G. D. B.andA, C., eds.), pp.157-183, NewYork: Academic Press, 1973.",git-me,Meteorology,in_book,harvard3
"Powell, M. J. D., ""A new algorithm for unconstrained optimization,"" in Non-linear Programming (Rosen, J. B., Mangasarian, O. L., and Ritter, K., eds.), pp. 31-65, New York: Academic Press, 1970.",git-me,Meteorology,in_book,harvard3
"Antonio, R. J. (2007). The Cultural Construction of Neoliberal Globalization. In G. Ritzer (Ed.), The Blackwell Companion to Globalization. Blackwell Reference Online: Blackwell Publishing.",umich-sociology,Sociology,in_book,apa
"Appelbaum, R. P., Parker, R., Cao, C , & Gereffi, G. (2011). China's (Not-So-Hidden) Developmental State: Becoming a Leading Nanotechnology Innovator in the 21st Century. In F. Block & M. R. Keller (Eds.), State of Innovation: The U.S. Government's Role in Technology Development. Boulder, CO: Paradigm Publishers.",umich-sociology,Sociology,in_book,apa
"Athreye, S. S. (2005). The Indian Software Industry. In A. Arora & A. Gambardella (Eds.), From Underdogs to Tigers: the rise and growth of the software industry in Brazil, China, India, Ireland, and Israel. New York: Oxford University Press.",umich-sociology,Sociology,in_book,apa
"Block, F. (1994). The Roles of the State in the Economy. In N. J. Smelser & R. Swedberg (Eds.), The Handbook of Economic Sociology. Princeton: Princeton University Press ; Russell Sage Foundation.",umich-sociology,Sociology,in_book,apa
"Block, F., & Evans, P. (2005). The State and the Economy. In N. J. Smelser & R. Swedberg (Eds.), The Handbook of Economic Sociology (Vol. Second Edition). Princeton: Princeton University Press.",umich-sociology,Sociology,in_book,apa
"Brenner, N., & Theodore, N. (2002). Cities and the geographies of 'actually existing neoliberalism'. In N. Brenner & N. Theodore (Eds.), Spaces of Neoliberalism: urban restructuring in North America and Western Europe. Oxford: Blackwell Publishers Ltd.",umich-sociology,Sociology,in_book,apa
"Chellaraj, G., Maskus, K. E., & Mattoo, A. (2006). Skilled Immigrants, Higher Education, and U.S. Innovation. In C. Ozden & M. Schiff (Eds.), International Migration, Remittances & the Brain Drain. Washington DC: World Bank & Palgrave MacMillian.",umich-sociology,Sociology,in_book,apa
"Cowhey, P., & Richards, J. (2006). The State after Statism: new state activities in the age of liberalization. In J. D. Levy (Ed.), The State after Statism: new state activities in the age of liberalization. Cambridge: Harvard University Press.",umich-sociology,Sociology,in_book,apa
